ID|Victim|Domain|Date|Country|Title|Summary|URL
792|Mont-Saint-Martin|mairie-montsaintmartin.fr|2023-03-14|FRA|"La mairie de Mont-Saint-Martin cible d'une cyberattaque | Les Frontaliers"|La mairie de Mont-Saint-Martin a été victime d'une cyberattaque qui a permis aux hackers de voler les données personnelles des agents et des élus. Les coordonnées bancaires, les numéros de sécurité sociale, l'identité et l'adresse des personnels et des élus ont été dérobés. Aucune donnée personnelle d'administré n'a été corrompue ou volée. La commune a suspendu les demandes habituellement traitées en ligne pour contrôler et maintenir le système informatique. Des messages de prévention ont été passés aux personnels concernés pour éviter d'éventuelles tentatives d'usurpation d'identité.|https://www.lesfrontaliers.lu/societe/la-mairie-de-mont-saint-martin-cible-dune-cyberattaque/
793|Autorité de l'Acqueduc et de l'Assainissement de Puerto Rico (AAA)|acueductospr.com|2023-03-13|PRI|Confirman información de abonados AAA comprometida tras ataque cibernético • WIPR|La plateforme de l'Autorité de l'Acqueduc et de l'Assainissement de Puerto Rico a été victime d'une cyberattaque le 13 mars 2023. Des données personnelles de clients et d'employés ont été compromises. Les autorités compétentes ont été informées et une enquête est en cours. La nature des informations personnelles exposées incluent des noms, des numéros de sécurité sociale, des permis de conduire, des cartes électorales, des passeports et d'autres identifications personnelles. Des mesures ont été prises pour renforcer la sécurité des systèmes d'information de l'AAA et les clients sont invités à changer régulièrement leurs mots de passe.|https://wipr.pr/confirman-informacion-de-abonados-aaa-comprometida-tras-ataque-cibernetico/
794|Orrick, Herrington & Sutcliffe LLP|orrick.com|2023-03-13|USA|Orrick, Herrington & Sutcliffe Sued Over Ransomware Attack and Data Breach|Le cabinet d'avocats basé à San Francisco, Orrick, Herrington & Sutcliffe LLP, fait face à une action collective suite à une attaque de ransomware et une violation de données détectées le 13 mars 2023. Les informations compromises comprenaient des noms, des adresses, des dates de naissance et des numéros de sécurité sociale. Une plainte a été déposée le 11 août 2023, alléguant que le cabinet d'avocats n'a pas mis en place des mesures adéquates pour protéger ses systèmes informatiques et n'a pas détecté la violation en temps opportun. La plainte allègue également que les plaignants ont vu leur vie privée violée et ont été victimes de vol d'identité et de fraude.|https://www.hipaajournal.com/orrick-herrington-sutcliffe-sued-over-ransomware-attack-breach/
795|Amerita|amerita.com|2023-03-12|USA|"PharMerica Company Amerita Confirms Data Breach Leaked Tens of Thousands of Patients’ Health Information | Console and Associates, P.C. - JDSupra"|"Amerita, une filiale de PharMerica, a confirmé une violation de données ayant exposé les informations de santé de dizaines de milliers de patients. L'entreprise a découvert qu'une partie non autorisée avait accédé à son réseau informatique et potentiellement acquis des données sensibles. L'incident a été détecté le 14 mars 2023 et a conduit à une enquête avec l'aide de spécialistes en cybersécurité. Les informations compromises pourraient inclure le nom, l'adresse, l'historique médical, les diagnostics, les médicaments et les informations d'assurance santé des patients. Suite à cette violation, Amerita a envoyé des lettres de notification de violation de données à toutes les personnes concernées.
"|https://www.jdsupra.com/legalnews/pharmerica-company-amerita-confirms-3631755/
796|Transactimo|transactimo.fr|2023-03-10|FRA|Loire. Victime d'une cyberattaque, cette agence immobilière du Coteau a perdu toutes ses données|Une agence immobilière cliente de Transactimo a été victime d'une cyberattaque. Toutes ses données ont été perdues.|https://www.leprogres.fr/economie/2023/05/05/comment-l-agence-immobiliere-tout-imo-a-ete-victime-d-une-cyberattaque-et-d-un-piratage-de-ses-donnees
797|Cummins Behavioral Health Systems (CBHS)|cumminsbhs.org|2023-03-09|USA|IN: Cummins Behavioral Health Systems discovers cyberattack when it finds ransom note|Entre le 2 février et le 9 mars de cette année, Cummins Behavioral Health Systems (CBHS), une organisation à but non lucratif basée en Indiana, a été victime d'une cyberattaque. L'incident a été découvert lorsque CBHS a trouvé une note de rançon dans leur système le 9 mars, sans aucune donnée chiffrée. Les informations potentiellement accessibles comprenaient les noms, adresses, dates de naissance, numéros de permis de conduire, numéros de sécurité sociale, informations financières, informations de carte de paiement, noms d'utilisateur et mots de passe, informations d'assurance santé et informations médicales.|https://www.databreaches.net/in-cummins-behavioral-health-systems-discovers-cyberattack-when-it-finds-ransom-note/
798|Our Sunday Visitor (OSV)|osv.com|2023-03-08|USA|Catholic Paper Suffers Data Breach 05/08/2023|"Le journal catholique ""Our Sunday Visitor"" a subi une cyberattaque. Des données sensibles de ses abonnés ont été exposées. Le journal a lancé une enquête et contacté les autorités. Les informations exposées incluent des données personnelles et financières. Le journal prévoit d'envoyer des notifications aux personnes affectées et donne des conseils pour se protéger. Le groupe Karakurt aura attendu fin avril pour revendiquer l'attaque. Depuis le 3 mai, il menace activement de diffuser les données volées."|https://www.mediapost.com/publications/article/385137/catholic-paper-suffers-data-breach.html
799|Credit Control Corporation|creditcontrolcorp.com|2023-03-07|USA|"Hospitals and doctors in Va. may be impacted by data breach | 13newsnow.com"|Une cyberattaque a eu lieu entre le 2 et le 7 mars et a touché les comptes de recouvrement de dettes des hôpitaux et des cabinets médicaux locaux. Les fichiers volés contenaient des informations personnelles telles que les noms, adresses, numéros de sécurité sociale et autres informations de compte. Les partenaires commerciaux ont été informés et les personnes touchées ont été notifiées. Les breaches dans l'industrie de la santé sont courantes et peuvent être causées par des systèmes obsolètes ou des erreurs utilisateur. Les consommateurs peuvent prendre des mesures préventives en contactant leurs banques et en mettant en place des mesures de sécurité.|https://www.13newsnow.com/article/money/consumer/data-breach-may-impact-many-virginia-hospitals-and-doctors-offices/291-ffbe89e8-dd54-43de-af1c-ca3260d6138f
800|Stanley Steemer|stanleysteemer.com|2023-03-06|USA|"Play Ransomware Gang Claims Responsibility For Stanley Steemer Cyberattack in March: Nearly 68,000 People Affected | Tech Times"|La société de nettoyage Stanley Steemer, basée dans l'Ohio, a été victime d'une cyberattaque en mars, affectant environ 68 000 personnes, avec une intrusion détectée le 6 mars après une infiltration le 10 février. Le groupe de ransomware Play a revendiqué la responsabilité de l'attaque, qui a compromis des données sensibles telles que des noms et des numéros de sécurité sociale. En réponse, Stanley Steemer offre deux ans de services de surveillance de crédit aux individus affectés et fait face à des défis juridiques, tout en soulignant l'importance de la cybersécurité dans l'industrie du nettoyage.|https://www.techtimes.com/articles/299520/20231207/play-ransomware-gang-claims-responsibility-stanley-steemer-cyberattack-march-nearly.htm
801|American Bar Association|americanbar.org|2023-03-06|USA|"American Bar Association network compromised, member data leaked to third party | Wisconsin Law Journal - WI Legal News & Resources"|"Le réseau informatique de l'American Bar Association a été compromis par un tiers non autorisé. Les noms d'utilisateur et les mots de passe des membres ont été obtenus. Les mots de passe étaient ""hashés"" et ""salés"", ce qui signifie qu'ils étaient cryptés. Les membres sont encouragés à changer leurs mots de passe et à rester vigilants contre toute tentative d'accès non autorisé. L'ABA a pris des mesures pour réduire la probabilité d'une future cyberattaque."|https://wislawjournal.com/2023/04/20/american-bar-association-network-compromised-members-data-leaked-to-third-party/
802|Sysco|sysco.com|2023-03-05|USA|Food distribution giant Sysco warns of data breach after cyberattack|Sysco, une entreprise de distribution alimentaire mondiale, a été victime d'une cyberattaque. Des données sensibles, incluant des informations sur les clients, les fournisseurs et les employés, ont été volées. L'attaque a commencé le 14 janvier 2023 et a été découverte le 5 mars 2023. Les données volées incluent des informations personnelles telles que les noms, les numéros de sécurité sociale et les numéros de compte. Sysco a engagé une entreprise de cybersécurité pour enquêter sur l'incident et a informé les autorités fédérales.|https://www.bleepingcomputer.com/news/security/food-distribution-giant-sysco-warns-of-data-breach-after-cyberattack/
803|Bienville Orthopaedic Specialists, LLC (BOS)|bienvilleortho.com|2023-03-05|USA|"Bienville Orthopaedic Specialists Sued Over Data Breach | Orthopedics This Week"|"Bienville Orthopaedic Specialists (BOS), une entreprise basée sur la côte du Golfe du Mississippi, fait face à une éventuelle action collective après une cyberattaque sur ses systèmes informatiques plus tôt cette année. Sept actions collectives ont été déposées contre BOS, initiées par des patients actuels et anciens, et pourraient impliquer environ 242 986 membres si le statut d'action collective est accordé. Les données compromises incluent les noms, numéros de sécurité sociale, informations médicales, informations sur l'assurance maladie, noms d'utilisateur et mots de passe, informations sur les comptes financiers et numéros de permis de conduire.
"|https://ryortho.com/breaking/bienville-orthopaedic-specialists-sued-over-data-breach/
804|Uniboard Canada|uniboard.ca|2023-03-03|CAN|Uniboard Canada aurait été victime d'une cyberattaque|L'entreprise Uniboard Canada a été victime d'une cyberattaque le 3 mars dernier. Des données personnelles des employés ont été exfiltrées. La société a pris des mesures pour protéger ses systèmes informatiques et offrira des services de surveillance du crédit et de protection contre le vol d'identité pendant trois ans. Les cyberattaques visent de plus en plus les données personnelles des salariés. La sensibilisation des employés est la première protection pour les entreprises contre les attaques.|https://nouvelles-dujour.com/uniboard-canada-aurait-ete-victime-dune-cyberattaque/
